,index,book_title,book_url,author_name,author_url,country_name,country_url
0,1,الثلاثية,/wiki/%D8%A7%D9%84%D8%AB%D9%84%D8%A7%D8%AB%D9%8A%D8%A9_(%D9%86%D8%AC%D9%8A%D8%A8_%D9%85%D8%AD%D9%81%D9%88%D8%B8),نجيب محفوظ,/wiki/%D9%86%D8%AC%D9%8A%D8%A8_%D9%85%D8%AD%D9%81%D9%88%D8%B8,مصر,//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png
1,2,البحث عن وليد مسعود,/wiki/%D8%A7%D9%84%D8%A8%D8%AD%D8%AB_%D8%B9%D9%86_%D9%88%D9%84%D9%8A%D8%AF_%D9%85%D8%B3%D8%B9%D9%88%D8%AF_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9),جبرا إبراهيم جبرا,/wiki/%D8%AC%D8%A8%D8%B1%D8%A7_%D8%A5%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85_%D8%AC%D8%A8%D8%B1%D8%A7,فلسطين,//upload.wikimedia.org/wikipedia/commons/thumb/0/00/Flag_of_Palestine.svg/23px-Flag_of_Palestine.svg.png
2,3,شرف,/wiki/%D8%B4%D8%B1%D9%81_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9),صنع الله إبراهيم,/wiki/%D8%B5%D9%86%D8%B9_%D8%A7%D9%84%D9%84%D9%87_%D8%A5%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85,مصر,//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png
3,4,الحرب في بر مصر,/wiki/%D8%A7%D9%84%D8%AD%D8%B1%D8%A8_%D9%81%D9%8A_%D8%A8%D8%B1_%D9%85%D8%B5%D8%B1,يوسف القعيد,/wiki/%D9%8A%D9%88%D8%B3%D9%81_%D8%A7%D9%84%D9%82%D8%B9%D9%8A%D8%AF,مصر,//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png
4,5,رجال في الشمس,/wiki/%D8%B1%D8%AC%D8%A7%D9%84_%D9%81%D9%8A_%D8%A7%D9%84%D8%B4%D9%85%D8%B3_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9),غسان كنفاني,/wiki/%D8%BA%D8%B3%D8%A7%D9%86_%D9%83%D9%86%D9%81%D8%A7%D9%86%D9%8A,فلسطين,//upload.wikimedia.org/wikipedia/commons/thumb/0/00/Flag_of_Palestine.svg/23px-Flag_of_Palestine.svg.png
5,6,الوقائع الغريبة في اختفاء سعيد ابي النحس المتشائل,/wiki/%D8%A7%D9%84%D9%88%D9%82%D8%A7%D8%A6%D8%B9_%D8%A7%D9%84%D8%BA%D8%B1%D9%8A%D8%A8%D8%A9_%D9%81%D9%8A_%D8%A7%D8%AE%D8%AA%D9%81%D8%A7%D8%A1_%D8%B3%D8%B9%D9%8A%D8%AF_%D8%A3%D8%A8%D9%8A_%D8%A7%D9%84%D9%86%D8%AD%D8%B3_%D8%A7%D9%84%D9%85%D8%AA%D8%B4%D8%A7%D8%A6%D9%84,إميل حبيبي,/wiki/%D8%A5%D9%85%D9%8A%D9%84_%D8%AD%D8%A8%D9%8A%D8%A8%D9%8A,فلسطين,//upload.wikimedia.org/wikipedia/commons/thumb/0/00/Flag_of_Palestine.svg/23px-Flag_of_Palestine.svg.png
6,7,الزمن الموحش,/wiki/%D8%A7%D9%84%D8%B2%D9%85%D9%86_%D8%A7%D9%84%D9%85%D9%88%D8%AD%D8%B4,حيدر حيدر,/wiki/%D8%AD%D9%8A%D8%AF%D8%B1_%D8%AD%D9%8A%D8%AF%D8%B1,سوريا,//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Flag_of_Syria.svg/23px-Flag_of_Syria.svg.png
7,8,رامة والتنين,/wiki/%D8%B1%D8%A7%D9%85%D8%A9_%D9%88%D8%A7%D9%84%D8%AA%D9%86%D9%8A%D9%86,إدوار الخراط,/wiki/%D8%A5%D8%AF%D9%88%D8%A7%D8%B1_%D8%AE%D8%B1%D8%A7%D8%B7,مصر,//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png
8,9,حدث أبو هريرة قال,/wiki/%D8%AD%D8%AF%D8%AB_%D8%A3%D8%A8%D9%88_%D9%87%D8%B1%D9%8A%D8%B1%D8%A9_%D9%82%D8%A7%D9%84,محمود المسعدي,/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%A7%D9%84%D9%85%D8%B3%D8%B9%D8%AF%D9%8A,تونس,//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Flag_of_Tunisia.svg/23px-Flag_of_Tunisia.svg.png
9,10,كوابيس بيروت,/wiki/%D9%83%D9%88%D8%A7%D8%A8%D9%8A%D8%B3_%D8%A8%D9%8A%D8%B1%D9%88%D8%AA,غادة السمان,/wiki/%D8%BA%D8%A7%D8%AF%D8%A9_%D8%A7%D9%84%D8%B3%D9%85%D8%A7%D9%86,سوريا,//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Flag_of_Syria.svg/23px-Flag_of_Syria.svg.png
10,11,المجوس,/wiki/%D8%A7%D9%84%D9%85%D8%AC%D9%88%D8%B3_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9),إبراهيم الكوني,/wiki/%D8%A5%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85_%D8%A7%D9%84%D9%83%D9%88%D9%86%D9%8A,ليبيا,//upload.wikimedia.org/wikipedia/commons/thumb/0/05/Flag_of_Libya.svg/23px-Flag_of_Libya.svg.png
11,12,الوشم,/w/index.php?title=%D8%A7%D9%84%D9%88%D8%B4%D9%85_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9)&amp;action=edit&amp;redlink=1,عبد الرحمن مجيد الربيعي,/wiki/%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D8%B1%D8%AD%D9%85%D9%86_%D9%85%D8%AC%D9%8A%D8%AF_%D8%A7%D9%84%D8%B1%D8%A8%D9%8A%D8%B9%D9%8A,العراق,//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png
12,13,الرجع البعيد,/wiki/%D8%A7%D9%84%D8%B1%D8%AC%D8%B9_%D8%A7%D9%84%D8%A8%D8%B9%D9%8A%D8%AF_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9),فؤاد التكرلي,/wiki/%D9%81%D8%A4%D8%A7%D8%AF_%D8%A7%D9%84%D8%AA%D9%83%D8%B1%D9%84%D9%8A,العراق,//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png
13,14,الشراع والعاصفة,/wiki/%D8%A7%D9%84%D8%B4%D8%B1%D8%A7%D8%B9_%D9%88%D8%A7%D9%84%D8%B9%D8%A7%D8%B5%D9%81%D8%A9_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9),حنا مينه,/wiki/%D8%AD%D9%86%D8%A7_%D9%85%D9%8A%D9%86%D9%87,سوريا,//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Flag_of_Syria.svg/23px-Flag_of_Syria.svg.png
14,15,الزيني بركات,/wiki/%D8%A7%D9%84%D8%B2%D9%8A%D9%86%D9%8A_%D8%A8%D8%B1%D9%83%D8%A7%D8%AA_(%D8%AA%D9%88%D8%B6%D9%8A%D8%AD),جمال الغيطاني,/wiki/%D8%AC%D9%85%D8%A7%D9%84_%D8%A7%D9%84%D8%BA%D9%8A%D8%B7%D8%A7%D9%86%D9%8A,مصر,//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png
15,16,ثلاثية 'سأهبك مدينة أخرى',/wiki/%D8%B3%D8%A3%D9%87%D8%A8%D9%83_%D9%85%D8%AF%D9%8A%D9%86%D8%A9_%D8%A3%D8%AE%D8%B1%D9%89_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9_%D8%AB%D9%84%D8%A7%D8%AB%D9%8A%D8%A9),أحمد إبراهيم الفقيه,/wiki/%D8%A3%D8%AD%D9%85%D8%AF_%D8%A5%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85_%D8%A7%D9%84%D9%81%D9%82%D9%8A%D9%87,ليبيا,//upload.wikimedia.org/wikipedia/commons/thumb/0/05/Flag_of_Libya.svg/23px-Flag_of_Libya.svg.png
16,17,أنا أحيا,/wiki/%D8%A3%D9%86%D8%A7_%D8%A3%D8%AD%D9%8A%D8%A7,ليلى بعلبكي,/wiki/%D9%84%D9%8A%D9%84%D9%89_%D8%A8%D8%B9%D9%84%D8%A8%D9%83%D9%8A,لبنان,//upload.wikimedia.org/wikipedia/commons/thumb/5/59/Flag_of_Lebanon.svg/23px-Flag_of_Lebanon.svg.png
17,18,لا أحد ينام في الإسكندرية,/wiki/%D9%84%D8%A7_%D8%A3%D8%AD%D8%AF_%D9%8A%D9%86%D8%A7%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9,إبراهيم عبد المجيد,/wiki/%D8%A5%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85_%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D9%85%D8%AC%D9%8A%D8%AF,مصر,//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png
18,19,الحب في المنفى,/wiki/%D8%A7%D9%84%D8%AD%D8%A8_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D9%81%D9%89,بهاء طاهر,/wiki/%D8%A8%D9%87%D8%A7%D8%A1_%D8%B7%D8%A7%D9%87%D8%B1,مصر,//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png
19,20,مدارات الشرق,/wiki/%D9%85%D8%AF%D8%A7%D8%B1%D8%A7%D8%AA_%D8%A7%D9%84%D8%B4%D8%B1%D9%82,نبيل سليمان,/wiki/%D9%86%D8%A8%D9%8A%D9%84_%D8%B3%D9%84%D9%8A%D9%85%D8%A7%D9%86,سوريا,//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Flag_of_Syria.svg/23px-Flag_of_Syria.svg.png
20,21,الوباء,/wiki/%D8%A7%D9%84%D9%88%D8%A8%D8%A7%D8%A1_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9),هاني الراهب,/wiki/%D9%87%D8%A7%D9%86%D9%8A_%D8%A7%D9%84%D8%B1%D8%A7%D9%87%D8%A8,سوريا,//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Flag_of_Syria.svg/23px-Flag_of_Syria.svg.png
21,22,الحرام,/wiki/%D8%A7%D9%84%D8%AD%D8%B1%D8%A7%D9%85_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9),يوسف ادريس,/wiki/%D9%8A%D9%88%D8%B3%D9%81_%D8%A5%D8%AF%D8%B1%D9%8A%D8%B3,مصر,//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png
22,23,ليلة السنوات العشر,/wiki/%D9%84%D9%8A%D9%84%D8%A9_%D8%A7%D9%84%D8%B3%D9%86%D9%88%D8%A7%D8%AA_%D8%A7%D9%84%D8%B9%D8%B4%D8%B1,محمد صالح الجابري,/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A7%D9%84%D8%B5%D8%A7%D9%84%D8%AD_%D8%A7%D9%84%D8%AC%D8%A7%D8%A8%D8%B1%D9%8A,تونس,//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Flag_of_Tunisia.svg/23px-Flag_of_Tunisia.svg.png
23,24,موسم الهجرة إلى الشمال,/wiki/%D9%85%D9%88%D8%B3%D9%85_%D8%A7%D9%84%D9%87%D8%AC%D8%B1%D8%A9_%D8%A5%D9%84%D9%89_%D8%A7%D9%84%D8%B4%D9%85%D8%A7%D9%84,الطيب صالح,/wiki/%D8%A7%D9%84%D8%B7%D9%8A%D8%A8_%D8%B5%D8%A7%D9%84%D8%AD,السودان,//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Flag_of_Sudan.svg/23px-Flag_of_Sudan.svg.png
24,25,ذاكرة الجسد,/wiki/%D8%B0%D8%A7%D9%83%D8%B1%D8%A9_%D8%A7%D9%84%D8%AC%D8%B3%D8%AF_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9),أحلام مستغانمي,/wiki/%D8%A3%D8%AD%D9%84%D8%A7%D9%85_%D9%85%D8%B3%D8%AA%D8%BA%D8%A7%D9%86%D9%85%D9%8A,الجزائر,//upload.wikimedia.org/wikipedia/commons/thumb/7/77/Flag_of_Algeria.svg/23px-Flag_of_Algeria.svg.png
25,26,الخبز الحافي,/wiki/%D8%A7%D9%84%D8%AE%D8%A8%D8%B2_%D8%A7%D9%84%D8%AD%D8%A7%D9%81%D9%8A,محمد شكري,/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%B4%D9%83%D8%B1%D9%8A,المغرب,//upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Flag_of_Morocco.svg/23px-Flag_of_Morocco.svg.png
26,27,تشريفة آل المر,/wiki/%D8%AA%D8%B4%D8%B1%D9%8A%D9%81%D8%A9_%D8%A2%D9%84_%D8%A7%D9%84%D9%85%D8%B1,عبد الكريم ناصيف,/wiki/%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D9%83%D8%B1%D9%8A%D9%85_%D9%86%D8%A7%D8%B5%D9%8A%D9%81,سوريا,//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Flag_of_Syria.svg/23px-Flag_of_Syria.svg.png
27,28,دار المتعة,/wiki/%D8%AF%D8%A7%D8%B1_%D8%A7%D9%84%D9%85%D8%AA%D8%B9%D8%A9_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9),وليد اخلاصي,/wiki/%D9%88%D9%84%D9%8A%D8%AF_%D8%A5%D8%AE%D9%84%D8%A7%D8%B5%D9%8A,سوريا,//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Flag_of_Syria.svg/23px-Flag_of_Syria.svg.png
28,29,طواحين بيروت,/wiki/%D8%B7%D9%88%D8%A7%D8%AD%D9%8A%D9%86_%D8%A8%D9%8A%D8%B1%D9%88%D8%AA,توفيق يوسف عواد,/wiki/%D8%AA%D9%88%D9%81%D9%8A%D9%82_%D9%8A%D9%88%D8%B3%D9%81_%D8%B9%D9%88%D8%A7%D8%AF,لبنان,//upload.wikimedia.org/wikipedia/commons/thumb/5/59/Flag_of_Lebanon.svg/23px-Flag_of_Lebanon.svg.png
29,30,الأفيال,/wiki/%D8%A7%D9%84%D8%A3%D9%81%D9%8A%D8%A7%D9%84_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9),فتحي غانم,/wiki/%D9%81%D8%AA%D8%AD%D9%8A_%D8%BA%D8%A7%D9%86%D9%85,مصر,//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png
30,31,نجران تحت الصفر,/wiki/%D9%86%D8%AC%D8%B1%D8%A7%D9%86_%D8%AA%D8%AD%D8%AA_%D8%A7%D9%84%D8%B5%D9%81%D8%B1,يحيي يخلف,/wiki/%D9%8A%D8%AD%D9%8A%D9%89_%D9%8A%D8%AE%D9%84%D9%81,فلسطين,//upload.wikimedia.org/wikipedia/commons/thumb/0/00/Flag_of_Palestine.svg/23px-Flag_of_Palestine.svg.png
31,32,العشاق,/wiki/%D8%A7%D9%84%D8%B9%D8%B4%D8%A7%D9%82_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9),رشاد أبو شاور,/wiki/%D8%B1%D8%B4%D8%A7%D8%AF_%D8%A3%D8%A8%D9%88_%D8%B4%D8%A7%D9%88%D8%B1,فلسطين,//upload.wikimedia.org/wikipedia/commons/thumb/0/00/Flag_of_Palestine.svg/23px-Flag_of_Palestine.svg.png
32,33,الاعتراف,/wiki/%D8%A7%D9%84%D8%A7%D8%B9%D8%AA%D8%B1%D8%A7%D9%81_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9),علي أبو الريش,/wiki/%D8%B9%D9%84%D9%8A_%D8%A3%D8%A8%D9%88_%D8%A7%D9%84%D8%B1%D9%8A%D8%B4,الإمارات العربية المتحدة,//upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Flag_of_the_United_Arab_Emirates.svg/23px-Flag_of_the_United_Arab_Emirates.svg.png
