,index,book_title,book_url,author_name,author_url,country_name,country_url
76,77,القبر المجهول,/w/index.php?title=%D8%A7%D9%84%D9%82%D8%A8%D8%B1_%D8%A7%D9%84%D9%85%D8%AC%D9%87%D9%88%D9%84_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9)&amp;action=edit&amp;redlink=1,احمد بن عبد القادر,/wiki/%D8%A3%D8%AD%D9%85%D8%AF_%D8%A8%D9%86_%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D9%82%D8%A7%D8%AF%D8%B1,موريتانيا,//upload.wikimedia.org/wikipedia/commons/thumb/4/43/Flag_of_Mauritania.svg/23px-Flag_of_Mauritania.svg.png
77,78,الاغتيال والغضب,/w/index.php?title=%D8%A7%D9%84%D8%A7%D8%BA%D8%AA%D9%8A%D8%A7%D9%84_%D9%88%D8%A7%D9%84%D8%BA%D8%B6%D8%A8_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9)&amp;action=edit&amp;redlink=1,موفق خضر,/wiki/%D9%85%D9%88%D9%81%D9%82_%D8%AE%D8%B6%D8%B1,العراق,//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png
78,79,الدوامة,/w/index.php?title=%D8%A7%D9%84%D8%AF%D9%88%D8%A7%D9%85%D8%A9_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9)&amp;action=edit&amp;redlink=1,قمر كيلاني,/wiki/%D9%82%D9%85%D8%B1_%D9%83%D9%8A%D9%84%D8%A7%D9%86%D9%8A,سوريا,//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Flag_of_Syria.svg/23px-Flag_of_Syria.svg.png
79,80,الحصار,/w/index.php?title=%D8%A7%D9%84%D8%AD%D8%B5%D8%A7%D8%B1_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9)&amp;action=edit&amp;redlink=1,فوزية رشيد,/wiki/%D9%81%D9%88%D8%B2%D9%8A%D8%A9_%D8%B1%D8%B4%D9%8A%D8%AF,البحرين,//upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Flag_of_Bahrain.svg/23px-Flag_of_Bahrain.svg.png
80,81,في بيتنا رجل,/wiki/%D9%81%D9%8A_%D8%A8%D9%8A%D8%AA%D9%86%D8%A7_%D8%B1%D8%AC%D9%84_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9),احسان عبد القدوس,/wiki/%D8%A5%D8%AD%D8%B3%D8%A7%D9%86_%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D9%82%D8%AF%D9%88%D8%B3,مصر,//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png
81,82,رموز عصرية,/w/index.php?title=%D8%B1%D9%85%D9%88%D8%B2_%D8%B9%D8%B5%D8%B1%D9%8A%D8%A9_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9)&amp;action=edit&amp;redlink=1,خضير عبد الأمير,/wiki/%D8%AE%D8%B6%D9%8A%D8%B1_%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D8%A3%D9%85%D9%8A%D8%B1,العراق,//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png
82,83,ونصيبي من الافق,/w/index.php?title=%D9%88%D9%86%D8%B5%D9%8A%D8%A8%D9%8A_%D9%85%D9%86_%D8%A7%D9%84%D8%A7%D9%81%D9%82_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9)&amp;action=edit&amp;redlink=1,عبد القادر بن الشيخ,/wiki/%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D9%82%D8%A7%D8%AF%D8%B1_%D8%A8%D9%86_%D8%A7%D9%84%D8%B4%D9%8A%D8%AE,تونس,//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Flag_of_Tunisia.svg/23px-Flag_of_Tunisia.svg.png
83,84,مجنون الحكم,/w/index.php?title=%D9%85%D8%AC%D9%86%D9%88%D9%86_%D8%A7%D9%84%D8%AD%D9%83%D9%85_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9)&amp;action=edit&amp;redlink=1,بنسالم حميش,/wiki/%D8%A8%D9%86%D8%B3%D8%A7%D9%84%D9%85_%D8%AD%D9%85%D9%8A%D8%B4,المغرب,//upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Flag_of_Morocco.svg/23px-Flag_of_Morocco.svg.png
84,85,الخماسية,/w/index.php?title=%D8%A7%D9%84%D8%AE%D9%85%D8%A7%D8%B3%D9%8A%D8%A9_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9)&amp;action=edit&amp;redlink=1,إسماعيل فهد إسماعيل,/wiki/%D8%A5%D8%B3%D9%85%D8%A7%D8%B9%D9%8A%D9%84_%D9%81%D9%87%D8%AF_%D8%A5%D8%B3%D9%85%D8%A7%D8%B9%D9%8A%D9%84,الكويت,//upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Flag_of_Kuwait.svg/23px-Flag_of_Kuwait.svg.png
85,86,أجنحة التيه,/w/index.php?title=%D8%A3%D8%AC%D9%86%D8%AD%D8%A9_%D8%A7%D9%84%D8%AA%D9%8A%D9%87_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9)&amp;action=edit&amp;redlink=1,جواد الصيداوي,/w/index.php?title=%D8%AC%D9%88%D8%A7%D8%AF_%D8%A7%D9%84%D8%B5%D9%8A%D8%AF%D8%A7%D9%88%D9%8A&amp;action=edit&amp;redlink=1,لبنان,//upload.wikimedia.org/wikipedia/commons/thumb/5/59/Flag_of_Lebanon.svg/23px-Flag_of_Lebanon.svg.png
86,87,ايام الرماد,/w/index.php?title=%D8%A7%D9%8A%D8%A7%D9%85_%D8%A7%D9%84%D8%B1%D9%85%D8%A7%D8%AF_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9)&amp;action=edit&amp;redlink=1,محمد عز الدين التازي,/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%B9%D8%B2_%D8%A7%D9%84%D8%AF%D9%8A%D9%86_%D8%A7%D9%84%D8%AA%D8%A7%D8%B2%D9%8A,المغرب,//upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Flag_of_Morocco.svg/23px-Flag_of_Morocco.svg.png
87,88,رأس بيروت,/w/index.php?title=%D8%B1%D8%A3%D8%B3_%D8%A8%D9%8A%D8%B1%D9%88%D8%AA_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9)&amp;action=edit&amp;redlink=1,ياسين رفاعية,/wiki/%D9%8A%D8%A7%D8%B3%D9%8A%D9%86_%D8%B1%D9%81%D8%A7%D8%B9%D9%8A%D8%A9,سوريا,//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Flag_of_Syria.svg/23px-Flag_of_Syria.svg.png
88,89,عين الشمس,/wiki/%D8%B9%D9%8A%D9%86_%D8%A7%D9%84%D8%B4%D9%85%D8%B3_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9),خليفة حسين مصطفي,/w/index.php?title=%D8%AE%D9%84%D9%8A%D9%81%D8%A9_%D8%AD%D8%B3%D9%8A%D9%86_%D9%85%D8%B5%D8%B7%D9%81%D9%8A&amp;action=edit&amp;redlink=1,ليبيا,//upload.wikimedia.org/wikipedia/commons/thumb/0/05/Flag_of_Libya.svg/23px-Flag_of_Libya.svg.png
89,90,لونجه والغول,/w/index.php?title=%D9%84%D9%88%D9%86%D8%AC%D9%87_%D9%88%D8%A7%D9%84%D8%BA%D9%88%D9%84_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9)&amp;action=edit&amp;redlink=1,زهور ونيسي,/wiki/%D8%B2%D9%87%D9%88%D8%B1_%D9%88%D9%86%D9%8A%D8%B3%D9%8A,الجزائر,//upload.wikimedia.org/wikipedia/commons/thumb/7/77/Flag_of_Algeria.svg/23px-Flag_of_Algeria.svg.png
90,91,صخب البحيرة,/w/index.php?title=%D8%B5%D8%AE%D8%A8_%D8%A7%D9%84%D8%A8%D8%AD%D9%8A%D8%B1%D8%A9_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9)&amp;action=edit&amp;redlink=1,محمد البساطي,/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A7%D9%84%D8%A8%D8%B3%D8%A7%D8%B7%D9%8A,مصر,//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png
91,92,السائرون نياما,/wiki/%D8%A7%D9%84%D8%B3%D8%A7%D8%A6%D8%B1%D9%88%D9%86_%D9%86%D9%8A%D8%A7%D9%85%D8%A7_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9),سعد مكاوي,/wiki/%D8%B3%D8%B9%D8%AF_%D9%85%D9%83%D8%A7%D9%88%D9%8A,مصر,//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png
92,93,1952,/w/index.php?title=1952_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9)&amp;action=edit&amp;redlink=1,جميل عطية إبراهيم,/wiki/%D8%AC%D9%85%D9%8A%D9%84_%D8%B9%D8%B7%D9%8A%D8%A9_%D8%A5%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85,مصر,//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png
93,94,طيور أيلول,/w/index.php?title=%D8%B7%D9%8A%D9%88%D8%B1_%D8%A3%D9%8A%D9%84%D9%88%D9%84_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9)&amp;action=edit&amp;redlink=1,إميلي نصر الله,/wiki/%D8%A5%D9%85%D9%8A%D9%84%D9%8A_%D9%86%D8%B5%D8%B1_%D8%A7%D9%84%D9%84%D9%87,لبنان,//upload.wikimedia.org/wikipedia/commons/thumb/5/59/Flag_of_Lebanon.svg/23px-Flag_of_Lebanon.svg.png
94,95,المؤامرة,/w/index.php?title=%D8%A7%D9%84%D9%85%D8%A4%D8%A7%D9%85%D8%B1%D8%A9_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9)&amp;action=edit&amp;redlink=1,فرج الحوار,/wiki/%D9%81%D8%B1%D8%AC_%D8%A7%D9%84%D8%AD%D9%88%D8%A7%D8%B1,تونس,//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Flag_of_Tunisia.svg/23px-Flag_of_Tunisia.svg.png
95,96,المعلم علي,/w/index.php?title=%D8%A7%D9%84%D9%85%D8%B9%D9%84%D9%85_%D8%B9%D9%84%D9%8A_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9)&amp;action=edit&amp;redlink=1,عبد الكريم غلاب,/wiki/%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D9%83%D8%B1%D9%8A%D9%85_%D8%BA%D9%84%D8%A7%D8%A8,المغرب,//upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Flag_of_Morocco.svg/23px-Flag_of_Morocco.svg.png
96,97,قامات الزبد,/w/index.php?title=%D9%82%D8%A7%D9%85%D8%A7%D8%AA_%D8%A7%D9%84%D8%B2%D8%A8%D8%AF_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9)&amp;action=edit&amp;redlink=1,إلياس فركوح,/wiki/%D8%A5%D9%84%D9%8A%D8%A7%D8%B3_%D9%81%D8%B1%D9%83%D9%88%D8%AD,الأردن,//upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Flag_of_Jordan.svg/23px-Flag_of_Jordan.svg.png
97,98,عصافير الفجر,/w/index.php?title=%D8%B9%D8%B5%D8%A7%D9%81%D9%8A%D8%B1_%D8%A7%D9%84%D9%81%D8%AC%D8%B1_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9)&amp;action=edit&amp;redlink=1,ليلى عسيران,/wiki/%D9%84%D9%8A%D9%84%D9%89_%D8%B9%D8%B3%D9%8A%D8%B1%D8%A7%D9%86,لبنان,//upload.wikimedia.org/wikipedia/commons/thumb/5/59/Flag_of_Lebanon.svg/23px-Flag_of_Lebanon.svg.png
98,99,جسر بنات يعقوب,/w/index.php?title=%D8%AC%D8%B3%D8%B1_%D8%A8%D9%86%D8%A7%D8%AA_%D9%8A%D8%B9%D9%82%D9%88%D8%A8_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9)&amp;action=edit&amp;redlink=1,حسن حميد,/wiki/%D8%AD%D8%B3%D9%86_%D8%AD%D9%85%D9%8A%D8%AF,فلسطين,//upload.wikimedia.org/wikipedia/commons/thumb/0/00/Flag_of_Palestine.svg/23px-Flag_of_Palestine.svg.png
99,100,الوسمية,/w/index.php?title=%D8%A7%D9%84%D9%88%D8%B3%D9%85%D9%8A%D8%A9_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9)&amp;action=edit&amp;redlink=1,عبد العزيز مشري,/wiki/%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D8%B9%D8%B2%D9%8A%D8%B2_%D9%85%D8%B4%D8%B1%D9%8A,السعودية,//upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Flag_of_Saudi_Arabia.svg/23px-Flag_of_Saudi_Arabia.svg.png
100,101,البشموري,/w/index.php?title=%D8%A7%D9%84%D8%A8%D8%B4%D9%85%D9%88%D8%B1%D9%8A_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9_)&amp;action=edit&amp;redlink=1,سلوى بكر,/wiki/%D8%B3%D9%84%D9%88%D9%89_%D8%A8%D9%83%D8%B1,مصر,//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png
101,102,الفارس القتيل يترجل,/wiki/%D8%A7%D9%84%D9%81%D8%A7%D8%B1%D8%B3_%D8%A7%D9%84%D9%82%D8%AA%D9%8A%D9%84_%D9%8A%D8%AA%D8%B1%D8%AC%D9%84_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9),إلياس الديري,/wiki/%D8%A5%D9%84%D9%8A%D8%A7%D8%B3_%D8%A7%D9%84%D8%AF%D9%8A%D8%B1%D9%8A,لبنان,//upload.wikimedia.org/wikipedia/commons/thumb/5/59/Flag_of_Lebanon.svg/23px-Flag_of_Lebanon.svg.png
102,103,التوت المر,/wiki/%D8%A7%D9%84%D8%AA%D9%88%D8%AA_%D8%A7%D9%84%D9%85%D8%B1,محمد العروسي المطوي,/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A7%D9%84%D8%B9%D8%B1%D9%88%D8%B3%D9%8A_%D8%A7%D9%84%D9%85%D8%B7%D9%88%D9%8A,تونس,//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Flag_of_Tunisia.svg/23px-Flag_of_Tunisia.svg.png
103,104,أغنية الماء والنار,/wiki/%D8%A3%D8%BA%D9%86%D9%8A%D8%A9_%D8%A7%D9%84%D9%85%D8%A7%D8%A1_%D9%88%D8%A7%D9%84%D9%86%D8%A7%D8%B1_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9),عبد الله خليفة,/wiki/%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D9%84%D9%87_%D8%AE%D9%84%D9%8A%D9%81%D8%A9,البحرين,//upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Flag_of_Bahrain.svg/23px-Flag_of_Bahrain.svg.png
104,105,الباب المفتوح,/wiki/%D8%A7%D9%84%D8%A8%D8%A7%D8%A8_%D8%A7%D9%84%D9%85%D9%81%D8%AA%D9%88%D8%AD_(%D8%B1%D9%88%D8%A7%D9%8A%D8%A9),لطيفة الزيات,/wiki/%D9%84%D8%B7%D9%8A%D9%81%D8%A9_%D8%A7%D9%84%D8%B2%D9%8A%D8%A7%D8%AA,مصر,//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png
105,106,مدن الملح (خماسية),/wiki/%D9%85%D8%AF%D9%86_%D8%A7%D9%84%D9%85%D9%84%D8%AD,عبد الرحمن منيف,/wiki/%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D8%B1%D8%AD%D9%85%D9%86_%D8%A7%D9%84%D9%85%D9%86%D9%8A%D9%81,السعودية,//upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Flag_of_Saudi_Arabia.svg/23px-Flag_of_Saudi_Arabia.svg.png
